Epoch,Phase,Recordcount,Readallfields,Requestdist,Operation,Readprop,Updateprop,Scanprop,Insertprop,Extendprop,Operations,AverageLatency(us),MinLatency(us),MaxLatency(us),95thPercentileLatency(us),99thPercentileLatency(us),Return=OK,
83,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,797.7328,170,57951,3587,7723,10000
83,run,1000,true,zipfian,READ,1,0,0,0,0,10000,337.4515,63,46463,1185,3543,10000
84,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,795.6949,178,48127,3683,7951,10000
84,run,1000,true,zipfian,READ,1,0,0,0,0,10000,347.5946,58,41567,1267,3335,10000
85,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,786.1118,173,51071,3631,7515,10000
85,run,1000,true,zipfian,READ,1,0,0,0,0,10000,359.6396,57,50783,1320,3573,10000
86,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,825.8781,180,46207,3727,7751,10000
86,run,1000,true,zipfian,READ,1,0,0,0,0,10000,362.5307,63,43263,1351,3437,10000
87,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,892.9286,178,182271,3641,8639,10000
87,run,1000,true,zipfian,READ,1,0,0,0,0,10000,353.7123,56,44671,1422,3791,10000
88,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,789.9479,165,54943,3581,7871,10000
88,run,1000,true,zipfian,READ,1,0,0,0,0,10000,386.6633,58,40639,1561,3813,10000
89,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,971.6737,178,89855,4115,9543,10000
89,run,1000,true,zipfian,READ,1,0,0,0,0,10000,377.155,59,43263,1409,3781,10000
90,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,1010.4519,159,68863,4419,10415,10000
90,run,1000,true,zipfian,READ,1,0,0,0,0,10000,385.2893,58,41215,1440,3877,10000
91,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,1283.2344,175,144127,4987,13847,10000
91,run,1000,true,zipfian,READ,1,0,0,0,0,10000,384.0294,56,44127,1404,3855,10000
92,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,864.9281,164,48863,3999,8695,10000
92,run,1000,true,zipfian,READ,1,0,0,0,0,10000,381.611,64,59871,1433,3895,10000
93,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,872.6902,180,63263,4019,8311,10000
93,run,1000,true,zipfian,READ,1,0,0,0,0,10000,553.9955,69,43423,2207,4835,10000
94,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,991.8235,182,79871,4483,10247,10000
94,run,1000,true,zipfian,READ,1,0,0,0,0,10000,387.9781,61,56799,1395,3835,10000
95,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,906.1573,185,47775,4151,8503,10000
95,run,1000,true,zipfian,READ,1,0,0,0,0,10000,382.7595,59,39391,1503,3711,10000
96,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,916.0541,180,53727,4083,8951,10000
96,run,1000,true,zipfian,READ,1,0,0,0,0,10000,394.1491,57,44031,1560,4211,10000
97,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,941.1758,185,55071,4311,9031,10000
97,run,1000,true,zipfian,READ,1,0,0,0,0,10000,427.0516,67,45343,1656,4029,10000
98,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,964.6637,180,50207,4499,9271,10000
98,run,1000,true,zipfian,READ,1,0,0,0,0,10000,408.4949,58,46911,1588,3955,10000
99,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,884.4397,187,48703,4127,8831,10000
99,run,1000,true,zipfian,READ,1,0,0,0,0,10000,373.2543,68,39519,1391,4171,10000
100,extend,1000,true,zipfian,EXTEND,0,0,0,0,1,10000,942.7015,183,50911,4275,9255,10000
100,run,1000,true,zipfian,READ,1,0,0,0,0,10000,376.2321,59,41407,1424,3781,10000
